index,id,comments
mohiinii,cygw0i,Love when my wash & go gets big&&&
naturalhairreplace,cy6lza,nonsurgicalhair replacement&&&
BlvccWidow,cy1tfg,Focus on your hair porosity instead of hair type.
Jameriaa1,cy1tfg,I just recently big chopped and I’m wondering what my hair type is to find the best products for my hair! 4a or 4b??&&&
SmittenAmor,cy1tfg,"Hair has to be freshly washed with no product to determine hair type. Plus it'll likely look a little different as it grows out since you just chopped. For now look into the l.o.c. method (YouTube it) and as mentioned do a porosity test to determine the best products.

1. Porosity test
2. L.o.c. method using products for your porosity discovered in step 1. 
3. Protective styling/ covering hair at night

If you need 1 on 1 help consider purchasing a natural hair evaluation and action plan. 10 years natural! PM for more info."
SmittenAmor,cy1cce,"1. Porosity test
2. L.o.c. method using products for your porosity discovered in step 1. 
3. Protective styling/ covering hair at night

If you need 1 on 1 help consider purchasing a natural hair evaluation and action plan. 10 years natural! PM for more info."
X13M,cy1cce,"Need some advice. Idk what hair type I have and no idea what I’m doing. I wash and go and shampoo when I feel buildup but my hair always seems dry after and always goes into a fro and I’d love for it to lay down. Any help getting it not to be so dry and or lay down? Ima guy idk if that helps.&&&&&&I’m using palmers olive oil shampoo and conditioner.

I’ve never used a butter product or moisture sealer but I will look into it.

What would a trim do? Ive had my hair shorter and it never seemed to lay down then either.

Sorry for all the questions I’m just not very used to any of this and want to make sure I do this right.

I know I have low porosity hair I did the hair test so it definitely has a tough time with moisture.

Thank you for the feedback so far tho it means a lot!"
ccangel16,cy1cce,"I believe you hair type is 3C. Wash and go never really worked for me I couldn't take the build up and like you after a while I didn't feel my hair was moisturized. I would go back to washing you hair with shampoo and conditioner. Also do a deep conditioner and protein treatment pack. I'm not sure what products your using, but you may need to invest in heavy butter products and make sure you get a olive oil or grapeseed oil for a sealing the moisture. If your hair is having trouble laying down you may need a trim."
Jay-Bird23,cxzg6o,"PLEASE do NOT listen to your mother. Had I followed my own path instead of listening to mine, I would have cut my hair and gone natural a decade ago. But now my hair is damaged from perms and straight ironing. It’s of my biggest regrets. Funny thing is, she wants to go natural to now and loves my look. It’s way to common for people to take relatives words or input to heart but don’t forget it’s just that, input. 

I shaved my head bald to start my natural journey and my mother couldn’t look at me for days, she was so mad. But you have to do what makes you happy and feel good.

Edit to add: My mother said the same thing, I’d look like a boy and wouldn’t look feminine unless I dressed up and beat my face. This all untrue. Like stated above, she’s mad jealous now."
UniquelyElle97,cxzg6o,Your hair. Do what you want with your hair for you. I BC’d (transitioned for a year) in April without telling my mom & she still doesn’t accept it but I am literally in love with my natural hair. She’s a relaxer fiend for life but I am not her. You have to take your own path.
