index,id,comments
ButteryBakedSalmon,bw66cl,"fr tho!

so many natural hair products have that ""*for dry, damaged hair!*"" label. even if it's just some simple run of the mill shampoo/conditioner.

honestly its most likely due to society seeing textured/kinky hair as ""*bad/nappy/dirty*"". Versus society seeing looser hair as ""*professional/clean/good"".*

&#x200B;

I think companies have been doing this since forever. It's so normalized at this point, sadly."
JadaNJade,bw66cl,"The negative labeling is simply marketing to make you feel like your hair needs more and more product. It's not just for curly/natural hair. 

You see ads all the time emphasizing just how ""flat"" ""limp"" and ""bland"" straight or 1/2 hair is. (Part of) The reason you see this with labels as well because they did the research and found for their target audience, the labeling reaches more consumers than tv ads. Whereas middle class suburb moms who buy the Garnier Fruitis and head and shoulders are watching TVs and have more brand loyalty from memory, so making them remember a tv commercial is better than grabbing them last minute on the spot."
MaryOutside,bw66cl,"Yes! Yes this!  I also get all salty about conditioners that claim to ""tame"" my ""wild frizz"".  Like, NO!  I use this because it makes my hair wild and free.  I want it to be wild and free and your product helps it do that!  Also the idea that I need to be ""tamed"" and controlled, I dunno, I dunno.  Don't like it either.  Thanks for pointing it out."
PigmentedLady,bw66cl,"I never thought of it that way in this regards. There is a such thing as dry, damaged hair and the product is meant to temporarily heal them to make it smooth and shiny."
ReanimationSensation,bw66cl,What products do you use?  I’m trying to find a good brand for my hair.
_kinfused,bw66cl,"I'm a little new to the curly life, but I'd like to know your product recommendations too, please :)"
noexqses,bw66cl,Thank you!
paceandunderstanding,bw66cl,"Aloof product labels&&&Ok so this is a rant. 

Something that has irked me for years is the “For Dry, Damaged hair” description on hair lines that are basically for naturally drier/high porosity hair.  I am looking at Maui Moisture, and others I’ve used.   

My hair isn’t damaged, and I don’t like that I have to buy a product that labels it in it’s natural state as “damaged”.  

 I know this label comes in because ‘normal’ hair, or type 1/2 hair, is only as dry as type 4/3 hair when it is damaged.  But now that companies are making products specifically for naturally dry hair, I would think they could drop the “damaged” dogma.  

It just doesn’t feel good to have my hair the healthiest it’s ever been and still having to buy products with negative labeling.  

Who in marketing hasn’t figured this out?&&&Thanks.  

I do think my hair really is naturally dry, It loves coconut oil.  I can dump it on my hair and it soaks it up. My clean virgin hair can hold half a cup of coconut oil without looking at all bad.  It seems best with a leave-in conditioner treatment maybe twice a month & daily oiling of the ends. 

The only part that is brittle is the crown, I have to confess that part might have a different porosity or different needs than the rest.  I’ve just been babying it as much as possible, but it could be higher porosity/protein maxed-out there. 

I’ve been using https://www.mauimoisture.com/shop/heal-hydrate-shea-butter/hair-mask/  and pure organic coconut oil, neither of which I think have protein?&&&Exactly, it’s so engrained that they don’t realize even for the sake of better marketing/not offending their natural hair having base.&&&That’s true about negative labeling and influencing purchasing. I guess I am thinking too much of them that they might be aware that many people with natural 4/3 hair are some of the most educated product consumers, and the guise of our hair just being “damaged” in it’s natural state is wearing thin."
spicegrl1,bw66cl,"I hear u. That is weird. Maybe that product really is for damaged hair. High porosity is normally the result of damage (color, heat, etc). 

R u sure it's not dry bc of protein overload? I kept thinking my hair was damaged bc that's what all the advice says. But, it was actually coated with hard water shampoo scum & protein since every shampoo/condish seems to contain proteins. Ever since I started using a hard water shampoo & zero products with protein (or coconut oil), my hair is shiny."
Meghanhatchett,bw3o03,What is your favorite hairstyle for long and curly hair?&&&[removed]
LavenderScented_Gold,bvpqzo,"I think chlorine and saltwater trumps shampoo. And I’m not someone who has ever been afraid of shampoo. Use a sulfate free shampoo and at least wash after getting chlorine in your hair, but bring a moisturizing deep conditioner and leave in. When you get home, wash with a clarifying shampoo and deep condition again."
