index,id,comments
BB770M,azok0t,In my opinion I’d just go for some cornrows. Nothing fancy. Looking cute at the hospital isn’t a thing. I can tell you from first hand experience. 😭I wouldn’t get any long braids or anything. 
BloodOnTheTeaLeaves,azok0t,"Agreed! They tend to be thick, so it doesn't take long to install or take out. And as long as you're gentle, they last a while!"
Dahliacid,azok0t,Maybe get a cornrows style I think they're called Ghana braids. 
Eleanorrigbeee,azok0t,"Cornrows, not too small (so you don’t get itching) or a goddess braid (crown), maybe poetic justice braids. "
Jojotherabbit123,azok0t,"Girrrrrl you better slap a wig on and stop playing! Lol having your hair braided and then slapping on a wig can be effortless, assuming that you will be able to put one on. If not, I would do crochet. Cheap, easy to install and you can still get to your scalp if you need to put oil/conditioner/etc "
Sharbubbles972,azok0t,"Protective Style for Surgery&&&Hello!

I'm getting a pretty invasive surgery soon. I will be taking off work for 2weeks and not doing much. Does anybody have a suggestion for a good protective style. I will be in bed most of the time and do not want to deal with my hair at all during my recovery. I can't braid so I'm willing to get it done. Low maintenance, looks good, and is comfortable... and can  last for 2 weeks. I will still want to look good if I ever have to leave the house or for my follow up appointments with doctor.."
The_Specialist_says,azok0t,I would suggest braids or cornrows. The only reason I would advise against wigs is depending on the type of wig and if it comes off easily. There may be some procedures they will need to get to your scalp for. I was a sleep tech and needed to get to the scalp to do testing. Good luck on your surgery! 
feverdreamgirl,azok0t,Box braids. I had an invasive surgery in January and took two weeks off as well and they worked fine.
PigmentedLady,azansb,"No. It'll actually grow by retaining your hair. It's super important to leave the hair alone, but knowing when to water and feed it like a plant."
brokeboyblues,azansb,"Durag stunt growth?&&&I have a mini fro going on and was wondering if I were to wear a silk durag with a wool hat on top everyday would the growth of my hair slow down or stop or something?

*i know this is probably a dumb question but I know nothing about natural hair and I’m super paranoid about hurting it in anyway &&&ohhhhhhk got it. Thank u so much for the response!!!"
Gabbbsy,az6iav,Do you have problems with it rubbing off on your clothes or anything? 
HeyItsKimberlee,az6iav,"I’ve used a hair paint gel by Gemini Naturals. Loved it. Black owned, natural ingredients, easy to use. I made a YT video on my experience and how to wash it out. Overall I loved it. I used a bronze color!"
MsTreme,az6iav,"What’s your hair type? I’m curious how it works for 4b/c hair 😊

Edit: lol I looked at the website, I might have to try this! "
Urikalynn_,az6iav,I love it! I actually used some yesterday. It’s honestly amazing and fixed that “I wanna dye my hair urge” I usually don’t have to use curling gel whenever I apply it. Perfect at defining curls 
afancysandwich,az6iav,"I used it, direct from the site. It was great. Got lots of compliments. Didn't transfer (it would flake a tiny bit when I touched it but it wasn't extreme). It started off super electric and faded to a nice blue by the end of the week, and washed out easily."
annc4057,az6iav,"Has anyone tried hair paint wax?&&&I know it's been going around in the natural hair  community on IG and YouTube. I recently ordered some in purple, but haven't decided if I'm going to use it or not. Was just curious &&&Okay thanks. I'll check her out&&&Good to know. Thanks "
bubblegumsparkles,az6iav,"Very messy, i used the gold one "
dontputthatjujuonme,az6iav,I just finished putting the gold one in my hair. It was super easy to apply. I’ll let you know how it looks once it’s dry. 
miss-meow-meow,az6iav,Did it get on your clothes? Do you have pictures? THE PEOPLE NEED ANSWERS
mixedbeansss,az6iav,I second this. Really great colors and the ingredients are really great on my hair. 
moonchild2998,az6iav,Thanks for this! I plan on buying. I’ve never tried colors on my actual hair besides braids and I think it would be a fun look!
