index,id,comments
Tiffanetic,lf24es,Wet Vs Dry🧡&&&
Alone_Jellyfish_7968,lf0f3z,Wow on having a Dyson hairdryer! Is it a game changer?
LaWondertwin,lf0f3z,"Experimented using Dyson blow dryer to give Day 1 Wash n Go a little stretch.&&&&&&Washed with Miele Shampoo followed by EcoSlay deep conditioner. For stylers, UFD topped with Ecoslay Jell-O shot. Also used Ecoslay leave in conditioner before stylers.&&&It really is. I know it’s expensive buy definitely worth the price.&&&Thank you 😊&&&Thank you! I sit under a hair dryer for about an hour first; then I diffuse the damp areas with blow dryer. To stretch it, I used the nozzle attachment for 10 seconds per section.&&&Awww...thank you!"
RandHort,lf0f3z,You are a beautiful woman
SoloMuffin,lf0f3z,Those curls are beautiful.   Pretty lady and that skin is flawless!
Tiffanetic,lf0f3z,Love it!
medalton,lf0f3z,Looks incredible!
spectrum-in,lf0f3z,"Your curls are gorgeous! Do you use a diffuser attachment, or just the dryer itself?"
Fantastic_Relief,leziyd,"Friends don't understand why they can't just drop by in the middle of braid take down&&&&&&Just had a little chuckle to myself and had to tell a little lie to get out of my friends stopping by. I'm in the middle of taking out my braids and they just happen to be in the city today. Wanted to stop by. Any other day it would've been fine. I could've cleaned the house up real quick. Obviously there's no quick way to finish unbraiding everything. So I lied and said i was at work. (Yes these friends are white).&&&I can usually get it done in 1 day if I'm focused but this time I'm going on 3 days since I'm not feeling well. Gonna have to wear a scarf to work today and just hope I don't get too many stupid people asking questions 

When it comes to my white friends it's easier to lie. I've tried telling them the truth before and all i get is disbelief and barrage of tests about black hair. I wasn't in the mood for that this time around."
LavenderScented_Gold,leziyd,"Braid take downs are no joke. It’s usually a week long thing for me, depending on the size.

FYI, you don’t have to lie about taking out your braids. If they don’t understand, that’s on them."
onefourthtexan,leziyd,"GIRL.
I’m crying. 

That’s hilarious, I would have just told them I don’t have time for visitors today, and say “next time” to anyone who couldn’t take the hint. 

Takedown is a whole damn weekend for me so I felt this x”D"
