index,id,comments
AnalTattoo,hhpkn2,Stunning
Lapamasa,hhpkn2,"OMFG, amazing hair."
Lovenightingale05,hhpkn2,Beautiful
Missnessa31,hhpkn2,Love it! beautiful!👍🏾👏🏾
Section101,hhpkn2,😍gorgeous
StarBunnyBun,hhpkn2,"This picture is the epitome of beauty! Red is definitely one of your colors, sis 😍"
TheLoneCritic,hhpkn2,You delivered!!!!!🙌🏾🙌🏾🙌🏾 Love to see it!
airwaterblender,hhpkn2,You’re so pretty 😍
creativeabena,hhpkn2,Great
dalnorflying,hhpkn2,Amazing.
excelzombie,hhpkn2,Perf
loaferette,hhpkn2,"Braid out greatness 💃🏽💃🏽💃🏽&&&&&&Thank you! 💃🏽💃🏽💃🏽&&&Thank yooouuu! 🤗&&&For sure hun! 
Used Treluxe products on washed hair:

1. Curl Renew & Restore Gentle Cleansing Rinse⁣
2. Untie the Knot Nourishing Leave-In Conditioner⁣
3. Curl Supreme 4-in-1 Hydrating Creme⁣

Let it hair dry for 2 days and there we have it!"
momodynasty,hhpkn2,Beautiful
razorbladeracer,hhpkn2,beautiful!!
smokeweedeatmagoes,hhpkn2,absolute hair+beauty Queen!!!
sunkissedcoco07,hhpkn2,Yasss. Love the hair.
swoleskipper,hhpkn2,Lovely!
well-adjusted-tater,hhpkn2,Goals
who_angel,hhpkn2,"if u don't mind, can you tell me more about how you did this braid out? like what products you used, how many braids you did, whether your hair was stretched or wet when you did them? only asking because this is like my goal braid out. looks amazing 💞"
Yosemitewild,hhipb6,"Cantu Alternative?&&&Recently I’ve been noticing Cantu has been getting a lot of heat on social media and I’ve used it since I was in middle school (College freshman now). I’m completely lost on what would be a good alternative. 

Any suggestions? Im 4c and have low porosity hair&&&Apparently they dry out natural hair and have cheap ingredients. Other than that people are just making fun of the product and it’s unusual."
boobearmomma,hhipb6,Camille rose naturals!
eikaneeru,hhipb6,"i transferred to terrenefusions on etsy + i think they have a website too, for my main hair care needs. sometimes will use mane choice 3-n-1 conditioner for a co wash as well."
nurse-ish,hhipb6,What heat have they been getting? This has always been a staple in my regimen.
Lapamasa,hhi9ml,So pretty!
OrangeIvyy,hhi9ml,You look amazing!
airwaterblender,hhi9ml,1 year and a half in and the results are immaculate&&&
kaypeehsn,hhi9ml,Wooooow that is gorgeous😭😭😭
