index,id,comments
grimalkinlake,ehgxli,"First time trying some of the things I've learned here plus LUS curly products&&&&&&Routine:
I wash about twice a week with the LUS shampoo, then condition mostly the ends with the matching conditioner. First time trying the squish technique! I leave it in for a few minutes while I shower, then detangle with a wide tooth comb. Rinse most of it out except for the ends. 

(I've seen some reports of the LUS shampoo drying out hair, but so far I'm happy with it since I use it pretty sparingly and my hair tends to need a strong cleanser anyway or it gets kind of gummy.)

Next is the all in one. I found the key to the LUS leave-in really is using it on SOAKED hair and that I can use a lot less of it that way, which is nice because I'm used to going through a ton of leave-in. (Helps that I shaved the sides a few months ago too, lol) Comb with a wide tooth comb, shaping any errant curls. Air dry or use a diffuser on cool for a couple minutes if I need it to dry quicker.

The leave-in dries clear. It can leave a bit of crunch, but that goes away after an hour or two of having it down.

All in all, I'm really happy with the LUS products. I used to swear by Alaffia Beautiful Curls, but they discontinued it for good, so I was scrambling for a replacement that gave me the kind of look and feel I liked. I hadn't found anything that worked until now. A nice plus is that althought the Alaffia made my hair look great, the buildup on my scalp was insane. So far my skin has been happy with the LUS products, which is really rare for me."
b00bpunch,ehguf6,"Suggestions for increasing definition without too much product?&&&&&&Thank you for the suggestions! I thought protein would be a bad idea for me due to the low porosity, but honestly I haven't tried it so might as well. I just bought 2 liters of GVP conditioning balm (contains glycerin) because they had a sale :( I guess I'll start with the protein first and then try a different conditioner a little later. I've avoided glycerin before, but willing to try it again.&&&Current routine:
Wash with RenPure Lemon Tea Tree Sage shampoo, then condition with GVP Conditioning balm. At the end of my shower, I flip my head down and squish in Curls Blueberry Bliss Repairative Leave In Conditioner and Aussie Instant Freeze gel. Just yesterday I did a deep condition with Cantu Deep Treatment Masque.

Then I scrunch out excess water with a Turbie Twist and usually plop or pineapple a few minutes. Today I diffused but not always. It feels like it need lots more moisture, but I have issues with my hair getting sticky and weighed down if I use too much product or products too heavy for my hair (such as Carol's Daughter Hair Milk). I believe my hair is low porosity. I also live in a very humid climate."
trevorishy,ehguf6,"Add protein into your routine(products with protein or DIY gelatin and rice water rinse), keep using the strong hold gel, and use products that are lightweight and glycerin free because humid air would make your hair limp or frizzes with the excess moisture, making it to loose curl definition."
nruthh,ehgfnc,Goals 😭😍
paradaart,ehgfnc,Washed hair- Dried after wash and 2nd day after wash with a trim.&&&&&&Awwww thank you! I stopped straightening my hair for more than 3 years and I’ve never dyed it.... That made a big difference.&&&Routine: I wash with shampoo every 3 days but condition almost every day. I comb throughly with my fingers. I apply Garnier Curly smoothie while damped through out the hair and let it air dry. My hair stay good for two days.
SerenaFit,ehgbfr,What kind ?
barbellsnbooks,ehgbfr,"You could try Lush’s Jungle conditioner bar. It’s pretty easy to use (see video on their site). 

https://www.lushusa.com/hair/conditioners/jungle/05987.html"
carinabelle,ehgbfr,"Trying Conditioner Bars To Help Reduce Plastics...&&&&&&Routine: This was Wash Day: Plaine Products Shampoo and Viori “Terrace Garden” conditioner bar. Squished to condish the best I could after applying the conditioner bar (first time use), and just air dried. 

Question: Curls seem okay, but the conditioner bar seemed hard to use with my hair and felt rough on my curls during application? I know there is a learning curve, but is there any recommendations and or tips/tricks for using the conditioner bar and getting an even coating? 

Thank you in advance! I appreciate this community so much!"
wakalish,ehgbfr,Looks great!
WeAreStarless,ehg742,"check out the stickied post on top of the sub called ""start here! beginner info"" for all the (links to the) information you need to know! the [curly guide](https://docs.google.com/document/d/1Q6Dj9WAZxlfBhJSyS5on2rw3-if5cOV3oV-dQ3B0AHA/edit#) in particular is very informative"
juliemariesmith3,ehg742,"Help on switching to natural styling after years of heat styling&&&Hi! I desperately want to switch over to styling my hair with the curly girl method-I have 2c hair that is highly porous and dense. I have fine hair, but a lot of it. I’ve been blow drying and straightening my hair for years, but I want to get my hair to be healthy again! I’ve been reading up on products, but is there any other advice I need to know before taking the plunge?"
Kitten7383,ehg45n,I’m interested!
banana_bunny,ehg45n,"Giving away ""Bonnet Hood Hair Dryer Attachment Hair Flair Deluxe Softhood""&&&I'm giving away this hair dryer attachment:

https://www.amazon.com/gp/product/B00AELX08E/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1

I used it once and it didn't work well for me - I just have too much hair. I am happy to ship it to anyone in the US who is interested  (please PM me).

I think this would work well for someone with short - medium hair."
jbinkl01,ehg3w8,"Well, I am glad someone enjoyed it, I think I love the version with Winona Ryder too much to accept this new one. Probably didn’t help that this rude elderly couple behind me would not shut up! Lol

I thought it was hilariously misfitting that they had Bob Odenkirk as the father! I’ll never be able to see him as anyone other than Saul now."
lydiebug225,ehg3w8,I just saw it tonight and I came here looking through the 2B posts to see if anyone had posted pictures with their hair framing their face the way Jo’s did because I’m getting my hair cut tomorrow 😅 I love that I came across this in my ~research~
surf-actant,ehg3w8,"The wavies and curlies of Little Women&&&Just saw it, EXCELLENT. Everyone and everything is beautiful, and the story (kissing my fingers)  delicious...

But the hair! Saorse Ronan and Timothee Chalamet especially.  She has fine 2a 2b, and he has full on 2c 3a. Luscious.

In the hour since I've seen the movie, I've checked out the pr featurettes and interviews on YTub... She seems to have naturally straight hair, but he is full on naturally wavy. My gosh, he is so gorgeous.

See it, and not just for the hair! :-)&&&MY FRIEND AND I LAUGHED OUT LOUD WHEN HE CAME ON SCREEN, TOO!!!"
FractiousPhoebe,ehfyi6,Its possible. I had a childhood friend who's hair was straight until puberty then it went to a 3c. I had the lightest wave in my hair before I had my son then hormones decided that my hair is now 2c/3a.
JustASadBubble,ehfyi6,"Idk if you want to get into genetics, but 
 Curly hair is dominant, so they could still both have the straight (recessive) allele, potentially giving you both recessive alleles making your hair straight 

Hair genetics doesn’t work quite this simple, but it’s fine for your example"
sne4ky_snak3,ehfyi6,"Why my parents have curly hair but I don't?&&&Both of my parents have curly hair but I have straight hair. Will my hair change during puberty from straight to curly? I hope it does!

It happened the same to my dad, when he was a child his hair was straight but when he was 14-16 years old his hair turned curly.&&&whats 2c, 3a...??"
