index,id,comments
George_Bush_Did_420,bij0bc,"I'm finally committing to growing my hair out, any tips for a beginner? (Btw I'm leaning because I dont fit in my mirror)&&&&&&I wash my hair with Tresemme Luxurious Moist about one to 3 or 4 times a week depending on my activities. (I'm in Florida so lake water things like that I always shampoo out).  I dont use any gel,(AutoMod sais to include that), and my long term goals are an afro, although that is more of a dream."
grethrowaway21,biilax,"Rice water for the win!&&&Started the CG mehod two weeks ago. There's been a lot of ups and downs. I have wavy hair and they just fall out so easily. 

Tonight I did my first rice water rinse. The results were marked. In the link the first pic is after rinsing it out, with no curl enhancing mouse/conditioner. The second is day two hair with curl enhancing product. I think things are looking up! 

I'll continue this experimentfor a couple more weeks, hopefully I can coax outsome more curls! 

https://m.imgur.com/a/89nez9T"
NessieV70,biifiv,"D.I.Y. Clarifier: Has anyone tried using an all natural home made clarifier, such as 2 Tbsp. lemon juice in your regular amount of conditioner?&&&&&&I can also add sea salt to remove the silicones & oils.&&&I believe lemon juice is the sane pH as vinegar & can be used in its place in this formula.&&&Dawn “takes grease out of the way”, LOL!  Did she use a microscope to be sure?"
catgirl1359,biifiv,What are you trying to clarify away? An acid can help with mineral buildup but if you’re trying to get out silicones or oils it’s not going to help.
freesmarches,biifiv,"I use apple cider vinegar clarifying rinses sometimes. I use a (quite strong) 1 part ACV to 3 or 4 parts water and apply with a squeeze bottle all around the crown and sides of my head. Massage with a slight lifting motion for a few minutes until you get a waxy feeling on your fingertips, or your hands are too tired. Rinse and then low-poo or co-wash and condition/style as usual. 

I've recently read in this sub that these types of concentrations of ACV are too strong for regular use. I only do this maybe once a month, so maybe that's why I've always had good results ."
wrendamine,biifiv,"There's a blog post off Google in which a woman details her experiments with removing silicone with various different methods. Only two things really worked; clarifying shampoo, and dish soap."
MISERIGRAD,bii060,"I plop while I dry off, scrunch out some more , then diffuse using pixie method. Game changer. Lots of demo videos available."
sneakyfromme,bii060,"Diffusing tips for beginners?&&&Hi! My hair tends to be flat, and up until now I have always air-dried. I am considering diffusing to add some volume—ideally no longer than 10 minutes per wash, and ideally without any heat. (My hair is pretty breakage-prone and thin as it is.) My #1 goal is to minimize any potential damage that adding a diffusing step might cause.

Does anyone have any tips or technique recommendations for me? Should I do the 10-minute diffusing when it's soaking wet, post-plop, etc.? Thank you!!"
Eve0529,bihxny,"I also microwave my mask before applying it so every step is consistently hot. I wash with hot water, deep condition with hot conditioner, and keep my hair warm with saran wrap + a good beanie. Then I rinse out in cold water to seal the moisture, and ignore my moisturizing products for the day since my hair is sealed shut."
halyc0nAK,bihxny,"I also have low porosity hair and moisturizing it is a three step process for me. First I wash my hair with as hot of water as I can stand to open up the cuticles, then I slather it in a protein free deep conditioner (I use the not your mother’s matcha mask) and wrap it up with Saran Wrap for 5-10 minutes (sometimes I’ll blast my blow dryer over it for for a couple of minutes) and rinse. The this works for low porosity hair is because the hot, hot water opens the cuticles *before* conditioner goes on it *in addition to* heat helping the conditioner penetrate deeply."
