index,id,comments
allstarfart,8avh41,normal towel or microfibre? a microfibre towel has taken my drying time from 10+ hrs to ~5hrs
nattuggla2608,8avh41,"I'm not sure if I can really help, since I have straight hair and it might be different, but for me certain kinds of conditioners really help. Without them, my hair takes forever to dry, but when I use it and dry it with a towel, it's notably dryer. The rest I dry with a hair dryer and some heat protection spray without silicone. 

Edit: I usually use conditioners without silicone, but I've also used C without S that didn't help at all with the drying process. Just try a few different products and see if it makes a difference. "
redneckgymrat,8avh41,"My hair takes forever to dry, but has never been healthier.&&&I started growing from razored bald and went water-only from the start. This is 15 months of virgin hair, never had a product of any sort touch it, but I cleanse it twice a week on average.
 
My hair and scalp have never been healthier, and it's getting to a length where my curls are asserting themselves.  Full ringlets in the back.  I had no idea that my hair was curly.

https://i.imgur.com/yz8l84S_d.jpg?maxwidth=640&shape=thumb&fidelity=medium
 
My issue is not with its health or condition.  It just takes forever to dry.  This picture was taken at lunchtime, obviously not yet dry...it's a good thing that I work from home.
 
I towel dry, then put my hair in a turbie-twist for about an hour before I let it air dry.  The last time it took 13-hours to completely dry.
 
And that time is getting longer as my length increases.
 
As I said, it's absolutely virgin hair.  So I'm hesitant to introduce products that might disrupt the balance I've actually managed.
 
But there has GOT to be something that can speed up the drying time, something which doesn't cause damage.  My first thought was a hairdryer but the horror stories scared me off.
 
Help!  Suggestions?&&&My hair has never been touched by anything but water, not even shampoo, so I'm a bit nervous to introduce products.  Even common ones.&&&First drying, regular cotton bath towel.  

Second drying, a microfiber turbie-twist.  Wore it for around an hour.

Third, let the remaining moisture evaporate.  Air drying.

Today I managed to shave my time from 13 hours to less than 7, so that's progress."
Gypsy012,8avfi8,"I'm 30 yrs old and finally getting my hair right.&&&&&&My routine  (varies on if I want to try new stuff out):

1. Devacurl one condition decadence conditioner in the shower. Rinse most out, but leave some in.

2. Flip my hair over and use devacurl styling cream.
3. Use devacurl arc angel all over.
4. I use a microfiber towel to scrunch up any left over moisture and to help form curls.
5. Use clips at the crown of my head for volume and air dry.
6. I pineapple AND use a satin bonnet to sleep. 
7. Wake up and scrunch out the crunch with set it free and no touching after!

I recently got Kinky Curly knot today and Kinky Curly custard and excited to play around with it (it's glycerin free!!!) :). Any pointers would be great as my hair turns into a frizz ball mid day.&&&Thank you!"
whoisvia,8avfi8,It's lively and lovely! 
MiniDeflector,8ausfw,Do you notice a difference with the devacurl foam? I’ve been thinking of trying it because I want more volume near my roots but I’m not sure. Their products are pricey and my shower is already full of other DC products 😂
SonorasDeathRow,8ausfw,I think it looks so good that way :)
alexandra-mordant,8ausfw,"I've had success getting more volume/something resembling curls by French braiding along my scalp when wet, and letting that dry! 


It's not really ""curls"", but it looks more consistent with the rest of my hair (curl pattern looks pretty similar to yours when it's behaving!)"
catgirl1359,8ausfw,Squish to condish will help! You can also try squishing or using praying hands to apply product instead of raking.
cupcakeluvr,8ausfw,"Maybe try sleeping with spiral rod curlers just in the very top layer?

Like [these](https://www.sallybeauty.com/hair-flair-curlformers-long-and-wide/SBS-473020.html?utm_source=google&utm_medium=cpc&adpos=1o4&scid=scplpSBS-473020&sc_intid=SBS-473020&utm_content=SBS-473020&gclid=Cj0KCQjwnqzWBRC_ARIsABSMVTMLHgYsV0cFUfWosjpYwFubUzV0idCI4HMjJzi-WfINOHt6hoS0MwAaApzfEALw_wcB&gclsrc=aw.ds).  I think they are soft and fairly comfortable for sleeping, especially if they are only on the very top layer.

I use them on my fine wavy hair (go to bed with damp hair) only on the top, and get heaps of volume that lasts all day.  Way better solution for me than re-wetting, piling on tons of product, scrunching, twisting, pinning, etc. lol."
