index,id,comments
BlinkerBeforeBrake,njofjy,"Gratz on the diffuser! It took forever for me to find a way to use it that gave me the look I wanted, but it was so worth it"
Signal-Commercial,njofjy,Goals!
grainscometrue,njofjy,What diffuser did you use?
jakecarm,njofjy,"Looks great, this is exactly what I want my waves to turn out like!"
lunamoth11,njofjy,"Love My Diffuser!&&&&&&I have low porosity, fine hair — and a lot of it! I also highlight my hair. 

I use Davines “NouNou” shampoo & conditioner. Products are Innersense “I Create Volume” & “I Create Waves” Sea Salt Spray. 

Still working out my style routine, but I’ve been trying to “squish to condish” / plop. I’m not sure if I’m doing it correctly, but this day was a good result!!&&&This one! Very basic, and fits any dryer. 

https://www.amazon.com/gp/aw/d/B07S5CXH95?psc=1&ref=ppx_pop_mob_b_asin_title&&&Thanks so much! I got a very basic diffuser off Amazon - I was skeptical about them so I didn’t want to spend much. It seems to do the trick!

https://www.amazon.com/gp/aw/d/B07S5CXH95?psc=1&ref=ppx_pop_mob_b_asin_title"
CallMeKatt78,njjkl2,"Flat/straight roots: Years of high-tight ponytails. 2a/2b&&&Most days my waves don't really start until about the top to mid portion of my ear. However, there are days I get wave almost to the root with most of my hair so I know the roots and high-mids can achieve waves. I have only been really aware that my hair isn't just straight and frizzy within the last 2 months.  Could years of high and tight ponytails be part of the reason for it?

routine:  Kinky-Curly, Knot Today, Natural Leave In / Detangler, TIGI Catwalk Curls Rock Amplifier, and Cantu Wave Whip Curling Mousse. Typically 100% air dryer.&&&I had a feeling that might be the case on the root area. Thanks for the response."
chai-means-tea,njjkl2,"You could try washing your hair, conditioning and applying products by flipping your hair upside down.  

Also, this seems to be common for most of us wavies. The hair closer to the scalp is different from the ends.   
I have 2b waves closer to the scalp, 2c mids and 3a ends now when my hair is long.

When my hair was short it was almost straight. It’s just crazy.🤷🏻‍♀️"
kbsths99,njjdsw,"Can't get rid of frizz&&&Medium/short hair, medium waves, use rosewater shampoo, coconut milk conditioner, and spray-in anti frizz serum but it doesn't seem to help at all. I've tried using it with damp hair, wet hair, dry hair....I've used both natural drying, blow dryer, and a half/half method. I don't use any other hair products at the moment. It seems no matter what I do or try my hair never has that sleek and shiny clean look to it, it's always surrounded by a layer of frizz."
Mochi0726,njj932,"I need help with a specific product! Any advice?&&&I just picked up Living Proof curl enhancer for waves. 

The directions say apply to WET hair root to tip and dry as usual.

I have very thick wavy hair that I think is high/medium porosity. 

I applied the product to my hair wet and then used Quidad advances heat and humidity gel to get a little more hold

IT TOOK FOREVER TO DRY.. even with a diffuser. 
I don’t have that kind of wait time. Is this product right for me? The end result was NO cast at all and frizzy ish hair. 

Please help!"
fstar1524,njj932,"I bought the travel size of the enhancer, definer and elongater and the curl definer worked better with gel on my waves. I'd use the enhancer on days I would braid my hair/put it in a bun to just use up the product."
