index,id,comments
DawnBlxss,fncytk,Is it crunchy?
Nassea,fncytk,Following because my hair keeps doing this too! I wish I could help
Xena0422,fncytk,Mine dries like this half the time I diffuse. There biggest culprit seems to be me touching/ scrunching before it's 100% dry... I use la looks gel for the process and that works pretty well for me.
courtneylsannes,fncytk,"first time using a diffuser, did not go very well :/&&&&&&no, i don't think i used enough gel. i always get scared that my hair is going to feel to greasy or weird from using too much product but i need to let that fear go&&&thanks!"
graceabigail7,fn58nk,Tutorial for how I diffuse my hair&&&
MasterAqua,fn4mrd,"Wanted to offer my HG volumizing shampoo and conditioner for anyone else with my hair type (1b-2a, fine, thin, low-porosity, really limp)&&&I've been trying a ton of products lately. Personally, the only aspects of CGM that work for me are avoiding heavy silicones, sulfates, and drying alcohols: I definitely need to shampoo every day and clarify at least once every two weeks. My hair takes forever to dry, gets buildup easily, is hard to style, and falls flat without a lot of extra work. If that sounds like you, maybe my HGs will work for you too! I've been using both of these products for several weeks and I'm still extremely happy with the results. Note: I do blow-dry my hair daily, so the products might react differently if you air dry.

Shampoo: **L'Anza Healing Volume Thickening Shampoo.** Definitely added noticeable volume, and unlike practically every other shampoo I saw reccommended for volume, it doesn't smell like poison! It has a light citrusy scent.

Conditioner: **Love Beauty + Planet Volume and Bounty Coconut Water & Mimosa Flower Conditioner.** It has a *strong* smell of coconut at first, but it's one that I personally like and I've adapted to it over the weeks. Surprisingly, this had an even bigger impact on my volume than the shampoo. My hair really feels bouncy with this stuff, AND it has enough slip to actually feel soft and detangle. Impressive for a cone-free product.

As always YMMV, but maybe someone else can benefit from my recs!"
marahsichie,fn4mrd,Nice work! You can get CGM clarifying shampoo tho! Noughty hair cares detox dynamo is an option if you ever feel like it!
Maxleagh,fn41fy,Did you brush out your waves when dry?
Nichicara,fn41fy,"Can you explain the ""pulled it up like a parachute""? I'm trying to get a vision for this but my brain does no compute! Your hair looks wonderful."
marahsichie,fn41fy,"Finally nailed it!&&&&&&For months my hair has felt heavy, wouldn't clump well and the top layer was frizzing badly after it dried (it would keep drying no matter how much product or gel I put in it).

So I thought I'd apply some common sense to my routine. When I put in conditioner for slip, I parted my hair like I normally style it, and then put in the rest of the conditioner (Noughty Wave Conditioner) with my head upright not flipped over and S2C. I then rinsed it the same way, and applied the Blueberry Bliss leave in the same way, brushing through then again S2C. finally I micro plopped and then put in some Eco style olive oil gel. Finally, I plopped 'upright' - instead of flipping my hair over and disturbing the top layer, I pulled the tshitt over my head then pulled it up like a parachute and tied it on top, then air dried. It has turned out beautifully! Added some seal and shine with the Noughty Haircare Frizz oil. 

I am SO happy!! Need to tweak the volume at the roots but otherwise so happy to finally have worked my hair out!!&&&No I brushed when I put in conditioner to smooth out and then that's it! I don't brush or comb at any other time."
