index,id,comments
Ekwtoezika,tdlvu5,"I have been using Pura D’or heat shield, because it’s very light on my hair and doesn’t weigh it down. On the plus side is doesn’t have any parabans either. If you can’t find locally Amazon sells it for a decent price and it goes a long ways."
the_cassie,tdlvu5,"Heat protectant?&&&Hi wavies!

Can anyone recommend a heat protectant for 2b/2c low priority hair? I’m currently using the bumble & bumble and I suspect that it’s weighing my hair down when I diffuse."
FeralBaby23,tdkn13,"While it gave me volume and and did define my curls more around my roots, it made my hair so dry and frizzy  that it wasn't worth it"
SprinkledDonut88,tdkn13,"It's my favorite curl cream. A lot of people have said it weighs their hair down, but it works really well for me, and I don't even have a super tight curl pattern. I rake it in my hair. Sometimes I can even get away with just using this cream and skipping the gel."
adeadlytampon,tdkn13,"Cantu Curling Activator, thoughts and tips?&&&I just bought the Cantu Curling Activator Cream, what are your experiences with this product and if it worked well for you, what method did you all use to apply it? I’m currently starting hair care and trying to embrace my waves!&&&Awe! I’m glad it worked for you :)&&&Do you have any products to recommend?&&&Do you use any other product? I’m planning on switching! Literally the first time I used it and it made my hair so frizzy and dry af :("
iamawarrior_,tdkn13,"My hair has loose waves and I've find cantu products to be way too heavy for my hair, I look for lightweight products without butters or heavy oils in them!"
lydihal,tdkn13,"I used to apply it to wet hair as-is from the bottle, and wasn’t a fan - it weighed my hair down. But now I emulsify a smaller amount in my hands with lots of water so it has a thinner consistency before I apply it, and absolutely love it! I find it great for refreshing, especially on weeks where my hair has dried out too quickly between washes. Good price, and a bottle lasts forever."
vanitythr0waway101,tdkn13,I apply a small amount on only the ends and only on wet hair before plopping. If i add more it tends to get tol heavy for my hair.
No-Collection-6982,tdk3cj,I have similar length to yours. You have google clumps. How long are you in the method. What’s your hair porosity?
tcho80,tdk3cj,"Finally tried LA Looks gel and I like the results!&&&&&&Routine:    
  Wash with Dove daily clarifying shampoo, Shea Moisture Manuka hair   
mask, scrunch in LA Looks Extreme Sport gel, diffuse and scrunch in a   
few drops of Verb Ghost Oil. Last pic looks like product buildup but   
that first picture is more accurate."
Brookelander,tdire5,"Your hair is adorable!!! The waves, the bangs, all of it!"
Conscious-Tea8765,tdire5,you look like my 9th grade english teacher <3
No-Collection-6982,tdire5,Hair cut really make different. Nice cut
Oh-Wydd,tdire5,"Holy shit, your progress is goals 😮 if I may ask, are your waves as prominent when you don't diffuse? I've never really owned a hair dryer, but I see it recommended so often and I was wondering if it's worth it"
