index,id,comments
bxr247,ndz9pm,"I tried pixie diffusing for the first time and it was definitely worth the extra effort&&&&&&Routine: shampoo with Shea Moisture Raw Shea & Cupuacu Frizz Defense Shampoo, then condition with Faith in Nature Aloe Vera Conditioner. Detangle using blue Tangle Teezer then use Not Your Mother's Leave in Conditioner Royal Kalahari Melon. Plop for 20 minutes or so then scrunched in some Cantu Curl Custard and Eco Gel (the one with Argan oil in the red tub) then diffuse! I normally don’t use any method for this but tried pixie diffusing today and loved it, my hair looks more defined and less frizzy than usual, it’s also noticeably bouncier :-)"
pritch0613,ndz9pm,The volume!! 😍
0suna,ndxr1u,"before vs after my first wave-friendly wash! I realized I probably had wavy hair after spending hours doing research for my super curly bf. I’m so ready for this journey&&&&&&routine :
sulfate and paraben free shampoo from Aroma zone
diy conditioner with marshmallow powder + water (squish ton condish)
plopping for ~5 min
scrunching with aloe vera gel
diffusing (though idk what I’m doing)

I have no idea what my hair porosity / density etc are"
Cheshire17,ndxr1u,Your hair looks gorgeous!!
pollytrotter,ndxr1u,I’m new to this too and I think our hair is quite similar :) looks lovely!
Lizzietothemoon,nduua9,My best friend! 💗&&&
y2kcasualty,nduua9,What is his routine????
JuanitaAlSur,ndul6y,Lovely! You go girl!
Puzzleheaded-Fly-982,ndul6y,dang!!! i’m jealoys!!! looking GREAT!
lauruzzi,ndul6y,i think your hair looks great! ❤
mks93,ndul6y,"Not perfect yet, but I’m starting to be happier with it!&&&&&&Hair is low density, fine, low porosity. (And needs a trim!) 

I washed with Suave Clarifying shampoo last night. I’ve been using TJs tea tree tingle, every other day, alternating with the Suave. I wash everyday because I exercise daily and my hair gets sweaty. I used Aussie 3 minute miracle moist and left it in for 5 minutes before rinsing. After washing, I used a small amount of Herbal Essences curl cream, scrunched a bit, then slept on it. 

In the morning, I wet my hair completely with water, but did not brush. My hair doesn’t get knotted easily, I just ran my fingers through it. I then applied a fair amount of herbal essences curl cream, and scrunched for a while using a t shirt. I scrunched periodically as it air dried. 

I know it’s still a bit frizzy, but I think it’s really nice today! My hair is usually greasy, but since I’ve been using more conditioner, it’s been less greasy.&&&I haven’t! Would you recommend it?"
oeiei,ndul6y,Really nice!
official_koda_,ndul6y,Have you tried using gel before?
