index,id,comments
Botanisosurus_Rex,kzlub3,"I have a thought about the ""flat side"" in hair&&&I know, scary, having a thought and all lol. Anyway, I'm trying to figure if I have found a connection to the ""flat side"" in my hair. I know others stuggle too, the one side that doesn't curl like the other.
Well it just dawned on me that my flat side is my side that I always sleep on. And I know I sleep with my hair in a pineapple so that shouldn't make a difference. But thought it was an interesting coincidence. Anyone else have that correlation?&&&Good point!&&&When I say flat side, I guess I mean the side that just doesn't curl the same. The rest of my head has great texture and it holds it well. My right half however gets a slight wave and loses any good definition pretty quick"
UnfathomableWonders,kzlub3,I mean there’s like four-five inches of hair pulled up across your head into the pineapple so from your scalp to that far down would definitely be affected by side sleeping.
annapie,kzlub3,"I sleep on both sides and I wouldn’t say that I have a “flat side” but both sides do get semi-flattened. So there might be something to that.

The hair by nearest to my temples is also finer than the sections immediately near it so I think that contributes. Additionally that section by my temples doesn’t curl symmetrically either, one side seems to like to curl towards towards my face and the other one likes to curl away which can make it look kinda funky depending on the cut/styling/mood that my hair is in."
ifeellikeabook,kzlmxj,"My waves don’t clump until day 2?&&&On wash day, no matter how I dry my hair, my hair ends up falling out into a mass of hair that bends at the same place without distinct clumps. But after sleeping on my hair, my hair groups into clumps. Why is this happening and how can I get clumps on washday? 

The same thing also happens when I refresh, although it happens less. When I refresh by spraying water into my hair and using a denman brush, it doesn’t dry into clumps the same way clumps form after I sleep on my hair. Although the side that I sleep on doesn’t form clumps as nice, it still forms. 

This is day 4, so not the best example: [clumping on day 4 after day 3 refresh](https://imgur.com/a/mbZ9GzB)
Another thing is, the clumps form underneath a thin layer of hair that is the top layer of hair when I part it. That top hair just floats above the clumps. 

I also experience flash drying when I use NYM curl talk conditioner (3 in 1). I think it may be the protein, but my hair didn’t react at all when I did a rice water treatment so I thought my hair wasn’t protein sensitive? I find that I don’t get seaweed hair with any of my products though, and recommendations?"
namhars,kzlmxj,"Not a helpful comment here at all but my post wash day hair, especially day 3 and onward, clumps better and looks nicer as well. No idea how to fix it!"
autochoris,kzk0o7,Which NYM curl cream? Your hair looks amazing!
booklver23,kzk0o7,"Getting There!&&&&&&2A, very fine, low porosity hair (used to be more like 2c, so I’m working on that). Today I clarified with aveda rosemary mint and deep conditioned with aveda botanical repair mask. Out of the shower on DAMP hair I applied NYM curl cream and uncle funkys gel. I realized my hair was really needing protein so I am starting slow as my hair can get dry/ off balance quickly. I diffused halfway focusing more so on drying my roots."
Aggravating_Oven_815,kzitjc,I have 2a/b hair after starting CGM and before it looked very sleek and straight. It was super manageable and shiny but a lot of it was down to the fact it was way over moisturised which actually looks good on straight hair. But ik a few 2a/2b girls who had kinda frizzy poofy hair before CGM. If your hair is incredibly frizzy it’s likely it could be a 2b/2c type.
Koakage,kzitjc,"What does 2a hair look like before starting the cgm?&&&I’m not sure if I have wavy hair or not. Sometimes I think I do with the amount of frizz I have, but I’m not really sure. What does 2a hair look like before its properly cared for?"
Wavyhaircare,kzitjc,"I span the whole wavy spectrum but I'd say I'm mostly 2B. If I brush my hair and don't use products, it's pretty straight, especially when my hair is longer.

Here is brushed with no products on left, and just adding mousse on the right:

[https://imgur.com/a/A4oxwJB](https://imgur.com/a/A4oxwJB)

Here is my hair when it's shorter and brushed out vs just using mousse:

[https://imgur.com/a/rFeG5Ol](https://imgur.com/a/rFeG5Ol)

So I imagine that if someone had all 2a hair, their hair could be even straighter when brushed out than mine is. There may not even be signs of bends at all if brushed."
hijinks24,kzitjc,"Go to this lady’s blog right here wavy hair care.com. Her pictures as a child/teen made it dawn on me that I have wavy hair. 

Ps your blog helps me out soooo much"
jbelrookie,kzitjc,"For me,  the front of my hair looked straight with bends at the end. Hair on the side and the back of my head look like what I guess it would after braiding my hair all wonky and uneven. When dry brushed, my hair would poof out and get frizzy, only for it to ""clump"" back together and get tangled again anyway... but my hair didn't necessarily look bad either this way so I stopped dry brushing or combing my hair years ago."
ohterribleheartt,kzitjc,"I run along 2a/2b hair. When I just wash + condition, my hair dries and looks like I had very VERY loose braids in all day."
4leavesoflettuce,kzftar,"Wavy Hair Help?&&&Hey! So I think I’m the type who actually has wavy hair but has been treating like straight hair. I’ve seen the tiktoks/done my research online, and I’d like to see if I can bring out some waves. Can you guys give some advice on how to do that/product recommendations? Thanks so much :)&&&Thank you!"
Wavyhaircare,kzftar,"I used to think my hair was straight and just poofy and frizzy. When I started CGM the biggest differences for me came from

1. Not brushing or combing my hair after the shower or between washes. 
2. Scrunching my hair at the end of my shower, in part to get water out and in part to help encourage my waves to spring up. 
3. Using gel or mousse (and a lot of it) to help preserve my hair pattern. For me, getting a cast is important. If I don't use enough gel to get a cast, my waves will fall flat by the end of the day. 
4. Diffusing instead of air drying"
Aggravating_Oven_815,kzfpes,"Shea moisture is probably far too heavy for your hair and seeing as it is a  very loose wave (from the pictures shown) I think it will weigh down your hair till it is almost straight. I recommend something a lot more lightweight like a mousse. Also try experimenting with wet and damp styling and see which one works for you best, water has the tendency to weigh down loose waves. Also scrunching the living hell out of your hair before you plop makes a huge difference for me and really enhances my 2a/b waves. Because your hair is on the looser/straighter side it may just be best to use really strong curl enhancers if you’re looking for a beach wave texture."
cncld4dncng,kzfpes,"Oooh we have the exact same hair type I think! I’m new to all of this too so I don’t have much advice, but I’ve been liking curl creams for plopping."
hijinks24,kzfpes,I always heard that sheas moisture is too heavy for waves 90% of the time
madisonnichol,kzfpes,"Newbie seeking advice&&&&&&Routine:
- recently switched from Monat products (mostly to support a friend and give it a try, not because I love the MLM)

-on my fifth wash with CG
- started 1st wash with a reset wash on Suave Clarifying (the one in the Pdf from this group) and Shae Moisture conditioner, rinsed out mostly 95%. 

Regular routine now:
- Shea Moisture raw Shea butter shampoo
- Shea Moisture curl and shine conditioner 
- never ring out hair. Detangle mostly with fingers gently then wide tooth comb
- add a few more pumps of conditioner, flip hair upside down and scrunch 
- leave in for a few minutes, rinse out lightly about 80%
- leave soaking wet, add gel (the generic treseme gel) and scrunch upside down
- plop in microfiber hair wrap

My hair is very very thick so drying takes a while. I rarely use heat on my hair and don’t particularly want to start now (ie diffusing)

I like to loosely braid or twist my hair when I need to wash and go. 

Any suggestions? My hair seems to be much healthier but less curly since starting CG

- I believe that my hair gets weighed down with products. I don’t use hair spray on special occasions when I do wand curl my hair otherwise the curls wouldn’t stay. 

- I did not use gel the first two washes, seemed to do a bit better on the second two washes with gel&&&Thank you all for your tips! I’m going to try rinsing all of the conditioner out of my hair, and using mouse instead of gel."
