index,id,comments
Bamagal77,nu1ewg,"Have you tried using less product? I've learned sometimes, it's just about experimenting with different amounts. In my case, I have fine strands and too much/many product pulls out the waves. What works for me is mousse, then a gel. I don't use leave in or anything else and I only apply once. But everyone's hair is different so don't be afraid to experiment. Also, I can't apply to soaking wet hair, I need a good bit of the water out of my hair before I apply, so I microplop first."
Classic-Painting-550,nu1ewg,"Help! Hair won’t hold to stylers! (2A hair)&&&Hello everyone, 

As you can see from the title, I am at my wits end on trying to find the right styling products for my hair. I am trying to embrace and get my waves back after years of straightening it and going through a hair straightening perm. My hair will end up forming a few waves and spirals when it’s wet but once my hair completely dries up, I end up having poofy, frizz hair with limp waves! 

I have tried using leave-in conditioner after the shower and then gel. I have also tried (after applying leave-in) the gel/mousse/gel and the mousse/gel/mousse method but all give me the same end results. 

I have seen people around here mention about protein, moisture overload and switching over to glycerin and protein free products but it’s so overwhelming and I don’t know what my hair wants! If you can help a girl out please let me know! Also, I am located in Canada so any products that are available to purchase here would be great! 

My current routine: 
1) Wash with Moogoo Natural Milk Shampoo and then rinse out. 
2) Apply Moogoo Cream Conditioner to the mid to ends of hair and squish to condish. Rinse out. 
3) Apply a dollop of Marc Anthony Bye Bye Frizz Silicone Free Leave in Conditioner to damp hair. 
4) Using the praying hands method, apply a golf ball size amount of Cake Mousse on the mid to ends of hair. Scrunch in product. 
5) Praying hands and then scrunch using Eco Styler Argan Oil Gel. Air dry. 
6) Scrunch out the crunch after hair is completely dry.&&&I’ll try that! Thanks!"
Sydmk,nu0e6l,thats looks like a victory roll to me! came from the 1940s
andandandmoose,nu0e6l,What’s the name of this twist I’ve been seeing?&&&&&&Ahh I thought so at first but a victory roll isn’t exactly a twist right?
WeAreStarless,nu0bd6,"interesting! when i'm conditioning my hair, my goal isn't to get the conditioner into my hair, but to get the _water_ into my hair, so that it's actually hydrated. it's a pain in the ass to get there, though!"
Yum--Yum,nu0bd6,Haha same. It takes forever for my hair to get fully wet. Do you usually condition the bottom half of your hair while you shampoo the scalp? I just learned this tip the other day and I plan to try it tonight.
littleprojects,nu0bd6,"So I saw this trick on here recently and gave it a try, but question: did you rinse the conditioner out? Because I felt like once I rinsed it out, I was back to where I started re: after content in my clumps, so after applying my stylers, my hair felt as wet as it usually does and took the normal amount of time to dry."
whatififififif,nu0bd6,"Low-porosity trick - applying conditioner to damp hair&&&I'd read about applying conditioner to only damp hair instead of fully wet hair for low porosity hair so that there is actually room in the hair for the conditioner, and so it takes less time to dry, so I gave it a try. It's been only three hours and my hair is almost totally dry! I'll have to wait until tomorrow to see how it is on the moisture, but, so far seems like a total success!&&&Oh yeah, I always rinse my conditioner out fully. It felt the same after rinsing, but it did take less time to dry. Unsure that my hair is actually more moisturized, though.&&&Water alone doesn't keep my hair very well hydrated. Without conditioner my hair is generally pretty dry, because my scalp makes, like, no oil whatsoever."
Wavyhaircare,ntzt5b,"For most of my life I hated the 'poof' too. The only way I could get rid of the poof and keep my hair looking relatively straight, was to straighten it. So I did just that, daily for years. A few years ago I discovered that I can also make my hair less poofy by embracing my waves, instead. To do that, I have to not brush my hair, and I have to use a product with hold to help hold my hairs shape when it's wet. These pics are my hair without products and brushed (left) and with just mousse, not brushed (right). 

[https://imgur.com/a/rFeG5Ol](https://imgur.com/a/rFeG5Ol)

I don't have kids so I have no idea if using mousse is reasonable for a 10 year old or not. You have to put the mousse on after washing the hair and then avoid touching the hair until it's totally dry (and no sleeping on it until it's dry either). It'll feel crunchy but once it's 100% dry you squeeze/scrunch the hair and the crunch will go away, but it'll continue to hold the wavy shape better. 

If that's not reasonable for her age then some leave-in conditioners or curl creams might help give a little definition and reduce the poof? But for me leave-in conditioners and creams just don't really compare much at all vs gel or mousse."
lucille-two,ntzt5b,"Product question for my 10yo&&&My 10 yr old daughter has hair that everyone dreams of but she’s never happy with it. It’s really only barely wavy but since there is so much collective product knowledge here I figured I’d ask. 

Her hair is very high density, medium thickness and I’m not sure about her porosity. She’s probably a 1B. She is constantly complaining it’s ‘poofy’ and she just got 3” cut off (her choice) so now it’s even more poofy. It’s honestly not frizz - she just has a LOT of hair. 

The stylist confirmed she needs more moisture. Can anyone recommend a conditioner and a styling product to help make her hair more sleek?  Thx !!&&&Just to add... she’s not doing CGM so sulfates, etc are fine. And also she doesn’t blow dry at all so looking for products that help when air drying. Thx !"
